0	1343930480201852	380496	200
1	1343930480317707	113026	200
2	1343930480430222	112184	200
3	1343930480546107	115111	200
4	1343930480658077	111579	200
5	1343930480774068	115323	200
6	1343930480889391	114429	200
7	1343930481007235	117345	200
8	1343930481120145	112416	200
9	1343930481232874	112342	200
0	1343930481340581	107065	200
1	1343930481446066	104831	200
2	1343930481550999	104580	200
3	1343930481656651	105167	200
4	1343930481762488	105091	200
5	1343930481868267	105102	200
6	1343930481973538	104489	200
7	1343930482079160	104977	200
8	1343930482183954	104114	200
9	1343930482289476	104883	200
0	1343930482393461	103702	200
1	1343930482498747	104641	200
2	1343930482604083	104751	200
3	1343930482708824	104267	200
4	1343930482813056	103913	200
5	1343930482917599	104248	200
6	1343930483022414	104534	200
7	1343930483127910	104874	200
8	1343930483233113	104715	200
9	1343930483337924	104472	200
0	1343930483443516	104958	200
1	1343930483547332	103420	200
2	1343930483651679	104068	200
3	1343930483756194	104225	200
4	1343930483860679	104205	200
5	1343930483964429	103472	200
6	1343930484068985	104263	200
7	1343930484175173	105534	200
8	1343930484281070	105226	200
9	1343930484386050	104681	200
0	1343930484491649	104910	200
1	1343930484595614	103680	200
2	1343930484699666	103773	200
3	1343930484804667	104721	200
4	1343930484909764	104432	200
5	1343930485014640	104487	200
6	1343930485119910	104565	200
7	1343930485224557	104118	200
8	1343930485327996	103024	200
9	1343930485431874	103603	200
0	1343930485537163	104809	200
1	1343930485642314	104467	200
2	1343930485746158	103557	200
3	1343930485849822	103123	200
4	1343930485953068	102958	200
5	1343930486057158	103803	200
6	1343930486160989	103370	200
7	1343930486264742	103454	200
8	1343930486368102	103084	200
9	1343930486473041	104664	200
0	1343930486578384	104589	200
1	1343930486683779	104596	200
2	1343930486789302	104893	200
3	1343930486893939	104324	200
4	1343930486999024	104451	200
5	1343930487103758	104266	200
6	1343930487207902	103855	200
7	1343930487311657	103426	200
8	1343930487416390	104458	200
9	1343930487522117	105099	200
0	1343930487626126	103712	200
1	1343930487730264	103847	200
2	1343930487834143	103591	200
3	1343930487938312	103832	200
4	1343930488043103	104330	200
5	1343930488146694	103274	200
6	1343930488250776	103780	200
7	1343930488355251	104192	200
8	1343930488460020	104294	200
9	1343930488564197	103798	200
0	1343930488667369	102829	200
1	1343930488771630	103968	200
2	1343930488875509	103580	200
3	1343930488978461	102682	200
4	1343930489082294	103416	200
5	1343930489186369	103772	200
6	1343930489291067	104317	200
7	1343930489395589	104210	200
8	1343930489500396	104405	200
9	1343930489604769	103990	200
0	1343930489708119	103010	200
1	1343930489812031	103643	200
2	1343930489916029	103729	200
3	1343930490019128	102827	200
4	1343930490122546	103146	200
5	1343930490226556	103725	200
6	1343930490330662	103828	200
7	1343930490436023	104718	200
8	1343930490539929	103628	200
9	1343930490643820	103613	200
0	1343930490748125	104038	200
1	1343930490851923	103460	200
2	1343930490956349	103952	200
3	1343930491060478	103700	200
4	1343930491163928	103117	200
5	1343930491267934	103724	200
6	1343930491372340	104134	200
7	1343930491476622	104019	200
8	1343930491581030	104142	200
9	1343930491684674	103305	200
0	1343930491788239	103293	200
1	1343930491891560	103043	200
2	1343930491996208	104352	200
3	1343930492099876	103353	200
4	1343930492203028	102864	200
5	1343930492306684	103308	200
6	1343930492411048	104089	200
7	1343930492516354	104651	200
8	1343930492620424	103787	200
9	1343930492724737	103930	200
0	1343930492829030	104014	200
1	1343930492932850	103523	200
2	1343930493036393	103280	200
3	1343930493139576	102919	200
4	1343930493242829	102987	200
5	1343930493347232	104135	200
6	1343930493450781	103280	200
7	1343930493554193	103149	200
8	1343930493658243	103771	200
9	1343930493762583	104061	200
0	1343930493866055	103205	200
1	1343930493969912	103591	200
2	1343930494074431	104238	200
3	1343930494178259	103366	200
4	1343930494281718	103182	200
5	1343930494386183	104203	200
6	1343930494490584	103949	200
7	1343930494595139	104186	200
8	1343930494700708	105089	200
9	1343930494805171	103851	200
0	1343930494909649	104110	200
1	1343930495013959	103943	200
2	1343930495117689	103404	200
3	1343930495222446	104135	200
4	1343930495326818	104065	200
5	1343930495431237	104138	200
6	1343930495535388	103884	200
7	1343930495640191	104344	200
8	1343930495745493	104686	200
9	1343930495850121	104329	200
0	1343930495955053	104467	200
1	1343930496059377	103949	200
2	1343930496163813	104151	200
3	1343930496268151	104008	200
4	1343930496373285	104674	200
5	1343930496478163	104417	200
6	1343930496582889	104111	200
7	1343930496687429	104043	200
8	1343930496792044	104348	200
9	1343930496897530	104853	200
0	1343930497000855	103055	200
1	1343930497104862	103737	200
2	1343930497208965	103840	200
3	1343930497313196	103846	200
4	1343930497418013	104361	200
5	1343930497522402	104094	200
6	1343930497627500	104723	200
7	1343930497733107	104992	200
8	1343930497839277	105426	200
9	1343930497943735	103819	200
0	1343930498047357	103349	200
1	1343930498151587	103959	200
2	1343930498255048	103189	200
3	1343930498359908	104590	200
4	1343930498465063	104544	200
5	1343930498569405	104073	200
6	1343930498673790	104120	200
7	1343930498777229	103135	200
8	1343930498882180	104332	200
9	1343930498986722	104090	200
0	1343930499090681	103670	200
1	1343930499194987	104042	200
2	1343930499298519	103237	200
3	1343930499402560	103753	200
4	1343930499507318	104481	200
5	1343930499611933	104049	200
6	1343930499716097	103854	200
7	1343930499820595	104213	200
8	1343930499924592	103638	200
9	1343930500028737	103776	200
0	1343930500132832	103814	200
1	1343930500236106	103007	200
2	1343930500339484	103113	200
3	1343930500443263	103502	200
4	1343930500547556	104030	200
5	1343930500651883	104026	200
6	1343930500756662	104515	200
7	1343930500861262	103855	200
8	1343930500966287	104369	200
9	1343930501069430	102808	200
0	1343930501173089	103399	200
1	1343930501277106	103756	200
2	1343930501381828	104450	200
3	1343930501487444	105023	200
4	1343930501591880	104179	200
5	1343930501696950	104640	200
6	1343930501801918	104612	200
7	1343930501906808	104244	200
8	1343930502010590	103433	200
9	1343930502114475	103628	200
0	1343930502219007	104092	200
1	1343930502322669	103305	200
2	1343930502425988	103062	200
3	1343930502530211	103851	200
4	1343930502634041	103567	200
5	1343930502738484	104189	200
6	1343930502843592	104667	200
7	1343930502948238	104144	200
8	1343930503052643	104150	200
9	1343930503155995	103069	200
0	1343930503259987	103729	200
1	1343930503364094	103826	200
2	1343930503468414	104063	200
3	1343930503572911	104238	200
4	1343930503676286	103093	200
5	1343930503780730	104186	200
6	1343930503885192	104021	200
7	1343930503989458	104008	200
8	1343930504093751	104032	200
9	1343930504198699	104686	200
0	1343930504304211	104914	200
1	1343930504409299	104642	200
2	1343930504514232	104341	200
3	1343930504618795	104300	200
4	1343930504723769	104383	200
5	1343930504828485	104271	200
6	1343930504933677	104600	200
7	1343930505038613	104346	200
8	1343930505143015	104147	200
9	1343930505246357	103066	200
0	1343930505350445	103550	200
1	1343930505454910	103962	200
2	1343930505558088	102915	200
3	1343930505662223	103876	200
4	1343930505766390	103911	200
5	1343930505871017	104270	200
6	1343930505975331	103961	200
7	1343930506079396	103777	200
8	1343930506184327	104484	200
9	1343930506287793	103208	200
0	1343930506392054	104001	200
1	1343930506496564	104152	200
2	1343930506601435	104256	200
3	1343930506704994	103301	200
4	1343930506809403	104146	200
5	1343930506913919	104235	200
6	1343930507019405	104882	200
7	1343930507125317	105315	200
8	1343930507230655	104745	200
9	1343930507334860	103944	200
0	1343930507439544	104236	200
1	1343930507543837	103852	200
2	1343930507649667	105209	200
3	1343930507755243	104947	200
4	1343930507860538	104744	200
5	1343930507964935	104119	200
6	1343930508069738	104403	200
7	1343930508174771	104448	200
8	1343930508279593	104410	200
9	1343930508383804	103965	200
0	1343930508488930	104577	200
1	1343930508593741	104405	200
2	1343930508698796	104648	200
3	1343930508803991	104793	200
4	1343930508908407	104152	200
5	1343930509013193	104175	200
6	1343930509117027	103505	200
7	1343930509221078	103726	200
8	1343930509325407	104082	200
9	1343930509430649	104690	200
0	1343930509535154	103946	200
1	1343930509639254	103860	200
2	1343930509743499	104003	200
3	1343930509847200	103460	200
4	1343930509952149	104373	200
5	1343930510056765	104135	200
6	1343930510160534	103512	200
7	1343930510264835	104064	200
8	1343930510368922	103847	200
9	1343930510472818	103651	200
0	1343930510576294	103238	200
1	1343930510680329	103797	200
2	1343930510783989	103414	200
3	1343930510888720	104285	200
4	1343930510992326	103211	200
5	1343930511096859	104269	200
6	1343930511201138	103908	200
7	1343930511305451	103991	200
8	1343930511409676	103985	200
9	1343930511514138	104226	200
0	1343930511617941	103562	200
1	1343930511721993	103813	200
2	1343930511827213	104685	200
3	1343930511932381	104646	200
4	1343930512037189	104552	200
5	1343930512142121	104395	200
6	1343930512245890	103533	200
7	1343930512349521	103372	200
8	1343930512454633	104564	200
9	1343930512559469	104438	200
0	1343930512663785	104074	200
1	1343930512768443	104099	200
2	1343930512873058	104292	200
3	1343930512977415	103816	200
4	1343930513081009	103346	200
5	1343930513185451	104209	200
6	1343930513289578	103897	200
7	1343930513393229	103423	200
8	1343930513497171	103705	200
9	1343930513601071	103664	200
0	1343930513705315	104004	200
1	1343930513811102	105237	200
2	1343930513917011	105374	200
3	1343930514022409	104873	200
4	1343930514126998	104336	200
5	1343930514231559	104022	200
6	1343930514335403	103601	200
7	1343930514439368	103703	200
8	1343930514543929	104323	200
9	1343930514649448	104979	200
0	1343930514755282	105301	200
1	1343930514860175	104502	200
2	1343930514964558	104146	200
3	1343930515068910	104063	200
